"sslc","hsc","cgpa","school_type","no_of_miniprojects","no_of_projects","coresub_skill","aptitude_skill","problemsolving_skill","programming_skill","abstractthink_skill","design_skill","first_computer","first_program","lab_programs","ds_coding","technology_used","sympos_attend","sympos_won","extracurricular","learning_style","college_bench","clg_teachers_know","college_performence ","college_skills","ROLE" 
"3.0","3.0","2.0","3.0","1.0","1.0","2.0","4.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","3.0","4.0","3.0","3.0",""
"3.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","4.0","3.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","5.0","1.0","2.0","3.0","4.0","4.0","4.0",""
"2.0","3.0","1.0","2.0","2.0","1.0","1.0","2.0","3.0","3.0","3.0","3.0","1.0","3.0","4.0","2.0","1.0","3.0","2.0","4.0","4.0","3.0","4.0","3.0","2.0",""
"2.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","4.0","2.0","1.0","3.0","3.0","4.0","3.0","4.0","3.0","3.0","2.0",""
"4.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","3.0","2.0","1.0","2.0","5.0","4.0","3.0","2.0",""
"3.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0","4.0","4.0","3.0","1.0","3.0","3.0","2.0","1.0","3.0","2.0","2.0","2.0","4.0","4.0","4.0","3.0",""
"2.0","1.0","1.0","2.0","2.0","1.0","1.0","4.0","4.0","3.0","3.0","4.0","2.0","1.0","2.0","2.0","1.0","3.0","1.0","1.0","2.0","4.0","3.0","3.0","5.0",""
"3.0","4.0","1.0","1.0","1.0","1.0","1.0","2.0","4.0","3.0","3.0","3.0","1.0","3.0","4.0","2.0","1.0","1.0","1.0","2.0","1.0","3.0","2.0","4.0","4.0",""
"3.0","3.0","3.0","2.0","2.0","1.0","2.0","2.0","4.0","5.0","2.0","3.0","2.0","4.0","4.0","2.0","1.0","4.0","1.0","1.0","1.0","4.0","4.0","3.0","4.0",""
"4.0","4.0","2.0","3.0","2.0","1.0","1.0","3.0","2.0","3.0","2.0","2.0","2.0","4.0","4.0","3.0","1.0","4.0","1.0","1.0","3.0","4.0","4.0","4.0","3.0",""
"4.0","2.0","3.0","1.0","1.0","1.0","2.0","2.0","3.0","2.0","1.0","4.0","2.0","1.0","4.0","2.0","1.0","3.0","1.0","2.0","3.0","5.0","4.0","4.0","1.0",""
"2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","3.0","1.0","3.0","4.0","2.0","1.0","4.0","2.0","1.0","3.0","5.0","3.0","3.0","3.0",""
"4.0","4.0","2.0","2.0","1.0","1.0","2.0","2.0","3.0","3.0","1.0","1.0","2.0","3.0","4.0","3.0","1.0","3.0","2.0","2.0","4.0","5.0","3.0","3.0","3.0",""
"2.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","4.0","2.0","3.0","3.0","2.0","4.0","4.0","2.0","1.0","3.0","3.0","1.0","2.0","4.0","3.0","3.0","4.0",""
"4.0","4.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","1.0","1.0","3.0","2.0","2.0","1.0","3.0","1.0","3.0","3.0","4.0","4.0","3.0","5.0",""
"4.0","3.0","4.0","2.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","2.0","1.0","3.0","4.0","2.0","1.0","3.0","1.0","3.0","3.0","4.0","3.0","4.0","3.0",""
"3.0","4.0","3.0","2.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","4.0","2.0","1.0","3.0","3.0","3.0","1.0","3.0","4.0","3.0","2.0",""
"3.0","4.0","1.0","2.0","1.0","1.0","2.0","1.0","4.0","3.0","4.0","4.0","2.0","1.0","4.0","2.0","1.0","3.0","2.0","1.0","4.0","4.0","4.0","4.0","2.0",""
"1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","3.0","3.0","2.0","3.0","1.0","3.0","4.0","1.0","1.0","4.0","1.0","2.0","3.0","4.0","3.0","3.0","3.0",""
"1.0","3.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","1.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","4.0","4.0","4.0","3.0","4.0",""
"3.0","3.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0","3.0","2.0","3.0","2.0","3.0","4.0","1.0","1.0","3.0","2.0","1.0","2.0","5.0","4.0","3.0","2.0",""
"3.0","3.0","2.0","2.0","1.0","1.0","1.0","4.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","1.0","1.0","3.0","2.0","3.0","1.0","5.0","4.0","4.0","2.0",""
"3.0","3.0","2.0","1.0","2.0","1.0","1.0","2.0","3.0","3.0","4.0","3.0","2.0","3.0","3.0","3.0","2.0","4.0","1.0","4.0","2.0","4.0","4.0","3.0","4.0",""
"2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","3.0","4.0","2.0","1.0","3.0","1.0","4.0","1.0","3.0","4.0","3.0","2.0",""
"4.0","4.0","4.0","2.0","1.0","1.0","2.0","4.0","3.0","4.0","3.0","4.0","2.0","4.0","4.0","3.0","1.0","4.0","5.0","1.0","1.0","4.0","4.0","4.0","4.0",""
"4.0","4.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","4.0","3.0","2.0","4.0","5.0","3.0","3.0","3.0",""
"3.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","3.0","3.0","3.0","3.0","2.0","4.0","4.0","4.0","2.0","4.0","1.0","1.0","1.0","4.0","3.0","3.0","5.0",""
"3.0","3.0","2.0","2.0","1.0","1.0","2.0","1.0","4.0","3.0","1.0","2.0","1.0","3.0","4.0","2.0","1.0","3.0","1.0","2.0","2.0","3.0","4.0","3.0","2.0",""
"3.0","3.0","3.0","1.0","1.0","1.0","2.0","4.0","3.0","3.0","3.0","2.0","2.0","4.0","4.0","3.0","1.0","4.0","3.0","2.0","1.0","5.0","3.0","4.0","3.0",""
"2.0","3.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","4.0","2.0","1.0","1.0","1.0","4.0","3.0","3.0","2.0","3.0","1.0",""
"1.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","3.0","2.0","3.0","4.0","3.0","1.0","4.0","1.0","4.0","1.0","4.0","4.0","3.0","4.0",""
"3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","4.0","3.0","2.0","3.0",""
"3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","4.0","3.0","2.0","3.0","4.0","2.0","1.0","3.0","1.0","1.0","2.0","5.0","4.0","3.0","5.0",""
"1.0","1.0","1.0","2.0","3.0","2.0","1.0","4.0","3.0","3.0","3.0","3.0","2.0","4.0","4.0","3.0","2.0","4.0","1.0","1.0","2.0","4.0","3.0","3.0","4.0",""
"2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","3.0","4.0","2.0","1.0","3.0","2.0","4.0","3.0","4.0","4.0","3.0","5.0",""
"2.0","3.0","2.0","2.0","2.0","1.0","2.0","4.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0","3.0","1.0","2.0","4.0","4.0","3.0","4.0",""
"1.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","3.0","3.0","3.0","3.0","2.0","4.0","4.0","3.0","1.0","3.0","2.0","1.0","1.0","4.0","4.0","3.0","1.0",""
"2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","2.0","4.0","1.0","1.0","3.0","1.0","3.0","2.0","3.0","4.0","3.0","3.0",""
"1.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","3.0","2.0","1.0","1.0","2.0","1.0","3.0","4.0","2.0","2.0","5.0",""
"3.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","4.0","2.0","1.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","2.0","3.0","4.0","2.0","3.0","3.0",""
"3.0","4.0","1.0","1.0","1.0","1.0","2.0","1.0","3.0","3.0","3.0","3.0","2.0","4.0","4.0","3.0","1.0","4.0","2.0","1.0","2.0","3.0","4.0","3.0","2.0",""
"3.0","4.0","2.0","2.0","1.0","1.0","2.0","1.0","3.0","3.0","2.0","3.0","1.0","3.0","4.0","3.0","1.0","4.0","1.0","1.0","2.0","3.0","3.0","3.0","5.0",""
"2.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","1.0","1.0","3.0","2.0","4.0","3.0","4.0","4.0","3.0","2.0",""
"1.0","2.0","2.0","1.0","1.0","1.0","2.0","4.0","4.0","1.0","1.0","4.0","2.0","2.0","4.0","1.0","1.0","3.0","1.0","4.0","2.0","4.0","4.0","4.0","1.0",""
"3.0","1.0","1.0","2.0","3.0","2.0","1.0","1.0","4.0","3.0","3.0","3.0","2.0","4.0","4.0","4.0","2.0","4.0","5.0","4.0","1.0","5.0","4.0","3.0","4.0",""
"4.0","4.0","2.0","2.0","1.0","1.0","2.0","2.0","4.0","2.0","1.0","4.0","1.0","4.0","1.0","1.0","1.0","1.0","5.0","1.0","2.0","3.0","1.0","4.0","3.0",""
"2.0","3.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","4.0","1.0","3.0","1.0","3.0","4.0","2.0","1.0","4.0","2.0","2.0","1.0","4.0","4.0","3.0","1.0",""
"2.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","2.0","1.0","3.0","4.0","2.0","1.0","3.0","2.0","1.0","2.0","3.0","3.0","3.0","2.0",""
"3.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","4.0","3.0","3.0","1.0","2.0","4.0","3.0","2.0","2.0","2.0","1.0","2.0","5.0","4.0","4.0","2.0",""
"4.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","3.0","2.0","1.0","1.0","3.0","2.0","1.0","1.0","3.0","1.0","1.0","2.0","3.0","3.0","3.0","1.0",""
"3.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","4.0","4.0","2.0","2.0","4.0","4.0","4.0","2.0","4.0","3.0","3.0","3.0","4.0","4.0","3.0","4.0",""
"1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","2.0","3.0","4.0","2.0","1.0","1.0","1.0","3.0","2.0","4.0","3.0","3.0","4.0",""
"3.0","4.0","3.0","1.0","2.0","1.0","2.0","1.0","3.0","3.0","2.0","3.0","1.0","3.0","4.0","2.0","1.0","4.0","1.0","1.0","1.0","4.0","3.0","3.0","4.0",""
"4.0","4.0","1.0","2.0","1.0","1.0","1.0","1.0","4.0","3.0","3.0","4.0","1.0","4.0","4.0","2.0","1.0","4.0","2.0","3.0","2.0","4.0","4.0","4.0","3.0",""
"3.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","4.0","3.0","2.0","3.0","5.0","4.0","4.0","3.0",""
"4.0","4.0","2.0","1.0","1.0","1.0","2.0","2.0","4.0","3.0","2.0","3.0","2.0","3.0","4.0","1.0","2.0","4.0","3.0","3.0","2.0","3.0","4.0","4.0","4.0",""
"3.0","3.0","2.0","2.0","1.0","1.0","2.0","1.0","3.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","1.0","4.0","2.0","1.0","1.0","4.0","4.0","3.0","2.0",""
"3.0","2.0","3.0","2.0","2.0","1.0","2.0","1.0","3.0","2.0","2.0","2.0","2.0","4.0","4.0","1.0","1.0","4.0","2.0","1.0","2.0","5.0","3.0","3.0","5.0",""
"3.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","1.0","1.0","1.0","4.0","2.0","1.0","3.0","3.0","1.0","2.0","5.0","3.0","3.0","5.0",""
"2.0","2.0","1.0","3.0","2.0","3.0","1.0","1.0","3.0","3.0","2.0","3.0","2.0","4.0","4.0","2.0","2.0","3.0","1.0","1.0","4.0","4.0","4.0","4.0","5.0",""
"3.0","2.0","1.0","1.0","1.0","1.0","2.0","4.0","2.0","3.0","1.0","2.0","2.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","5.0","4.0","3.0","3.0",""
"2.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","4.0","3.0","3.0","2.0","2.0","3.0","4.0","2.0","1.0","1.0","1.0","4.0","2.0","3.0","4.0","3.0","5.0",""
"2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","3.0","3.0","3.0","3.0","1.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","4.0","4.0","4.0","1.0",""
"4.0","3.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","4.0","2.0","1.0","3.0","3.0","1.0","2.0","4.0","2.0","3.0","1.0",""
"4.0","4.0","2.0","1.0","1.0","1.0","2.0","1.0","3.0","3.0","3.0","2.0","2.0","4.0","4.0","3.0","1.0","2.0","2.0","1.0","2.0","4.0","3.0","3.0","3.0",""
"2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","3.0","1.0","1.0","3.0","4.0","4.0","3.0","2.0",""
"2.0","4.0","2.0","3.0","2.0","1.0","1.0","4.0","3.0","3.0","3.0","3.0","2.0","4.0","4.0","3.0","1.0","4.0","3.0","1.0","1.0","4.0","4.0","3.0","2.0",""
"4.0","4.0","3.0","3.0","2.0","1.0","2.0","4.0","4.0","3.0","3.0","3.0","2.0","3.0","4.0","4.0","1.0","4.0","3.0","3.0","1.0","4.0","4.0","4.0","5.0",""
"3.0","4.0","3.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","3.0","3.0","2.0","4.0","4.0","2.0","1.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","5.0",""
"3.0","3.0","2.0","2.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","2.0","1.0","3.0","4.0","1.0","1.0","4.0","1.0","1.0","4.0","5.0","3.0","3.0","5.0",""
"3.0","2.0","2.0","3.0","1.0","1.0","1.0","3.0","4.0","3.0","4.0","3.0","2.0","4.0","4.0","2.0","1.0","1.0","1.0","1.0","3.0","3.0","2.0","3.0","4.0",""
"1.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","3.0","3.0","2.0","2.0","1.0","3.0","4.0","3.0","1.0","4.0","2.0","3.0","4.0","4.0","4.0","4.0","3.0",""
"2.0","4.0","3.0","3.0","3.0","1.0","1.0","3.0","3.0","1.0","4.0","3.0","2.0","1.0","4.0","1.0","1.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","3.0",""
"3.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","3.0","3.0","2.0","3.0","2.0","4.0","2.0","3.0","1.0","2.0","1.0","4.0","1.0","4.0","3.0","3.0","5.0",""
"1.0","1.0","2.0","3.0","1.0","1.0","2.0","1.0","3.0","2.0","2.0","3.0","2.0","4.0","2.0","2.0","1.0","4.0","3.0","1.0","1.0","3.0","4.0","3.0","3.0",""
"2.0","2.0","3.0","1.0","4.0","4.0","1.0","2.0","4.0","4.0","3.0","4.0","1.0","3.0","4.0","4.0","4.0","4.0","3.0","1.0","4.0","5.0","3.0","4.0","4.0",""
"2.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","4.0","3.0","3.0","5.0",""
"3.0","4.0","3.0","2.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","4.0","4.0","1.0","1.0","2.0","2.0","2.0","1.0","4.0","3.0","3.0","3.0",""
"4.0","4.0","1.0","3.0","2.0","1.0","1.0","1.0","2.0","5.0","2.0","3.0","1.0","3.0","4.0","1.0","1.0","1.0","1.0","3.0","4.0","4.0","4.0","3.0","4.0",""
"3.0","4.0","3.0","3.0","2.0","1.0","1.0","1.0","3.0","3.0","2.0","3.0","2.0","4.0","4.0","2.0","1.0","3.0","3.0","1.0","2.0","3.0","4.0","4.0","4.0",""
"2.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","3.0","3.0","2.0","2.0","2.0","3.0","4.0","2.0","1.0","3.0","4.0","1.0","3.0","4.0","3.0","3.0","3.0",""
"3.0","4.0","2.0","1.0","1.0","2.0","2.0","3.0","2.0","3.0","2.0","3.0","1.0","3.0","2.0","2.0","1.0","4.0","2.0","2.0","3.0","3.0","4.0","4.0","1.0",""
"2.0","3.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","3.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","4.0","3.0","3.0","3.0",""
"3.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","3.0","3.0","2.0","1.0","2.0","3.0","4.0","2.0","1.0","4.0","1.0","4.0","1.0","4.0","3.0","3.0","5.0",""
"1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","3.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","2.0","3.0","1.0","2.0","4.0","3.0","3.0","2.0",""
"3.0","3.0","1.0","2.0","1.0","1.0","2.0","2.0","4.0","1.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","3.0","2.0","2.0","2.0","3.0","3.0","3.0","5.0",""
"4.0","4.0","3.0","1.0","2.0","1.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0","4.0","3.0","1.0","4.0","2.0","2.0","1.0","4.0","4.0","3.0","3.0",""
"4.0","4.0","3.0","1.0","4.0","1.0","2.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","4.0","2.0","4.0","2.0","5.0","4.0","4.0","5.0",""
"4.0","3.0","3.0","3.0","3.0","2.0","2.0","4.0","3.0","3.0","3.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","3.0","2.0","3.0","4.0","4.0","4.0",""
"2.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0","4.0","2.0","1.0","4.0","1.0","4.0","4.0","4.0","4.0","3.0","5.0",""
"2.0","3.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","4.0","3.0","1.0","1.0","3.0","3.0","2.0","2.0","4.0","4.0","3.0","1.0",""
"2.0","3.0","2.0","3.0","1.0","1.0","2.0","1.0","3.0","4.0","3.0","2.0","1.0","3.0","4.0","2.0","1.0","2.0","1.0","1.0","2.0","3.0","4.0","3.0","1.0",""
"4.0","4.0","3.0","2.0","1.0","1.0","2.0","4.0","3.0","3.0","4.0","3.0","2.0","4.0","4.0","2.0","1.0","3.0","2.0","3.0","3.0","4.0","4.0","4.0","1.0",""
"3.0","4.0","2.0","1.0","1.0","1.0","1.0","1.0","4.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","1.0","2.0","1.0","3.0","2.0","4.0","4.0","4.0","2.0",""
"3.0","4.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","5.0","3.0","2.0","2.0","4.0","4.0","1.0","1.0","4.0","2.0","3.0","1.0","4.0","4.0","3.0","1.0",""
"2.0","3.0","3.0","3.0","2.0","1.0","1.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","4.0","3.0","1.0","1.0","1.0","3.0","2.0","4.0","3.0","3.0","4.0",""
"4.0","3.0","2.0","2.0","1.0","1.0","1.0","3.0","3.0","3.0","4.0","3.0","2.0","1.0","4.0","2.0","1.0","4.0","1.0","4.0","2.0","4.0","3.0","3.0","5.0",""
"4.0","4.0","3.0","1.0","1.0","1.0","2.0","4.0","4.0","4.0","4.0","3.0","1.0","3.0","4.0","2.0","1.0","3.0","5.0","2.0","2.0","5.0","4.0","4.0","3.0",""
"2.0","3.0","2.0","1.0","2.0","1.0","1.0","3.0","3.0","3.0","4.0","3.0","1.0","3.0","4.0","2.0","1.0","4.0","1.0","2.0","4.0","4.0","4.0","3.0","4.0",""
"3.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","3.0","3.0","4.0","4.0","2.0","4.0","4.0","3.0","1.0","3.0","2.0","1.0","1.0","5.0","4.0","4.0","2.0",""
"2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","2.0","4.0","2.0","3.0","4.0","1.0","1.0","4.0","2.0","2.0","2.0","4.0","3.0","4.0","3.0",""
"2.0","4.0","2.0","1.0","1.0","1.0","2.0","1.0","4.0","3.0","3.0","4.0","2.0","4.0","3.0","2.0","1.0","3.0","1.0","3.0","3.0","5.0","4.0","4.0","1.0",""
"3.0","4.0","3.0","1.0","2.0","1.0","2.0","1.0","4.0","3.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","3.0","3.0","2.0","4.0","5.0","4.0","4.0","1.0",""
"3.0","3.0","1.0","2.0","1.0","1.0","2.0","4.0","4.0","5.0","3.0","2.0","2.0","3.0","4.0","2.0","1.0","3.0","3.0","1.0","4.0","5.0","4.0","3.0","5.0",""
"3.0","3.0","2.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","4.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","3.0","2.0","3.0","3.0","4.0","5.0",""
"3.0","3.0","1.0","2.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","4.0","1.0","1.0","3.0","3.0","1.0","1.0","4.0","4.0","4.0","3.0",""
"2.0","4.0","3.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0","3.0","4.0","2.0","3.0","4.0","2.0","1.0","2.0","1.0","1.0","2.0","5.0","3.0","4.0","1.0",""
"3.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","4.0","4.0","1.0","1.0","3.0","2.0","3.0","3.0","4.0","4.0","4.0","3.0",""
"4.0","4.0","2.0","1.0","2.0","1.0","2.0","1.0","4.0","3.0","2.0","3.0","1.0","3.0","4.0","4.0","2.0","1.0","2.0","1.0","1.0","5.0","4.0","3.0","3.0",""
"4.0","4.0","2.0","2.0","2.0","1.0","1.0","3.0","2.0","3.0","1.0","2.0","1.0","3.0","3.0","2.0","1.0","3.0","1.0","3.0","2.0","5.0","4.0","4.0","3.0",""
"4.0","3.0","1.0","2.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","1.0","2.0","3.0","3.0","2.0","1.0","1.0","1.0","4.0","2.0","1.0","1.0","2.0","5.0",""
"3.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","3.0","4.0","2.0","1.0","3.0","3.0","2.0","2.0","4.0","3.0","3.0","3.0",""
"3.0","2.0","2.0","1.0","1.0","1.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","2.0","4.0","2.0","1.0","4.0","1.0","4.0","1.0","4.0","4.0","3.0","1.0",""
"3.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","4.0","1.0","1.0","1.0","2.0","1.0","2.0","4.0","3.0","3.0","1.0",""
"2.0","4.0","2.0","1.0","1.0","2.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","4.0","1.0","3.0","3.0","3.0","2.0",""
"2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","1.0","3.0","2.0","1.0","4.0","2.0","3.0","2.0",""
"2.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","3.0","4.0","2.0","3.0","2.0","3.0","4.0","2.0","1.0","1.0","1.0","2.0","3.0","5.0","3.0","3.0","3.0",""
"4.0","4.0","2.0","1.0","3.0","1.0","2.0","2.0","4.0","3.0","4.0","2.0","1.0","3.0","4.0","2.0","1.0","3.0","1.0","2.0","2.0","3.0","4.0","3.0","1.0",""
"4.0","4.0","1.0","1.0","2.0","1.0","2.0","3.0","2.0","3.0","3.0","3.0","1.0","3.0","3.0","2.0","1.0","3.0","3.0","4.0","2.0","1.0","3.0","3.0","3.0",""
"3.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","3.0","1.0","2.0","1.0","2.0","4.0","2.0","1.0","3.0","2.0","2.0","1.0","5.0","3.0","3.0","2.0",""
"3.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","4.0","2.0","1.0","3.0","1.0","2.0","2.0","4.0","4.0","3.0","4.0",""
"2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","4.0","4.0","2.0","1.0","1.0","1.0","3.0","2.0","5.0","4.0","3.0","1.0",""
"1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","3.0","2.0","1.0","1.0","4.0","1.0","2.0","3.0","3.0","4.0","2.0",""
"3.0","2.0","2.0","3.0","1.0","1.0","2.0","1.0","2.0","3.0","3.0","2.0","2.0","4.0","4.0","2.0","1.0","4.0","1.0","1.0","2.0","4.0","4.0","3.0","1.0",""
"3.0","4.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","5.0","4.0","3.0","5.0",""
"2.0","3.0","1.0","1.0","2.0","1.0","2.0","1.0","3.0","3.0","3.0","2.0","2.0","4.0","4.0","2.0","1.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","5.0",""
"4.0","3.0","1.0","2.0","1.0","1.0","1.0","4.0","4.0","3.0","4.0","4.0","2.0","3.0","4.0","3.0","1.0","3.0","2.0","2.0","2.0","3.0","4.0","3.0","3.0",""
"3.0","4.0","2.0","1.0","1.0","1.0","2.0","2.0","3.0","1.0","1.0","2.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","2.0","4.0","3.0","3.0","3.0","5.0",""
"4.0","4.0","3.0","1.0","3.0","1.0","1.0","4.0","3.0","3.0","3.0","3.0","2.0","3.0","4.0","3.0","4.0","4.0","3.0","1.0","4.0","3.0","3.0","3.0","4.0",""
"3.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","3.0","2.0","2.0","4.0","4.0","2.0","1.0","3.0","2.0","3.0","2.0","4.0","3.0","4.0","5.0",""
"3.0","3.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","3.0","2.0","4.0","2.0","4.0","4.0","2.0","1.0","4.0","2.0","1.0","2.0","4.0","4.0","3.0","1.0",""
"3.0","4.0","2.0","1.0","1.0","1.0","2.0","4.0","3.0","2.0","4.0","4.0","2.0","2.0","2.0","2.0","1.0","4.0","4.0","2.0","2.0","5.0","4.0","4.0","5.0",""
"4.0","4.0","3.0","4.0","2.0","1.0","2.0","1.0","4.0","3.0","4.0","3.0","1.0","4.0","4.0","3.0","1.0","3.0","3.0","3.0","3.0","4.0","3.0","4.0","3.0",""
"2.0","3.0","3.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","3.0","2.0","2.0","3.0","4.0","3.0","1.0","4.0","2.0","4.0","1.0","4.0","3.0","4.0","1.0",""
